,Sentence
51597,yeah i get that
51598,That is deep.
51599,hahaha funny
51600,What a joke!!
51601,😜
51602,He should have stayed home.
51603,is this some kind of message to me my brother just left home to chill with his buddies
51604,He should have stayed home.
51605,this is scary
51606,You don't say.
51607,Hello
51608,How’s it going?
51609,"hi, i’m doing good :) you?"
51610,I don't care what you think.
51611,rude
51612,I am so sorry to hear that.
51613,what do you enjoy doing the most
51614,I love to hike in the woods and listen to the sunset
51615,"that’s wonderful! i like walking with my dog and i also enjoy tennis, i’m a professional player 😉"
51616,I like to hike in the woods and watch the sunset.
51617,great!
51618,I'm not a good girl.
51619,why do you think so?
51620,I don't know.
51621,hmm okay
51622,I can't wait to read the article. I can't wait to read the article
51623,what article?
51624,I don't understand why people are so sensitive.
51625,what do you mean?
51626,I don't know.
51627,are you okay?
51628,I'm fine.
51629,ok
51630,I understand.
51631,do you have your family?
51632,I do not. I have a pet fish.
51633,that’s nice:)
51634,The court system is broken.
51635,do you want to get married someday?
51636,I did not. I was only 18 years old.
51637,oh yeah makes sense
51638,I don't understand why people are so sensitive.
51639,you told that already
51640,"Well, neither didn't."
51641,okay i’m getting tired. see you later 👋
51642,I look forward to our next meeting!
51643,hello how are you?
51644,are you there?
51645,hello!
51646,tell me about yourself!
51647,"you don't answer :(..
i need to go and talk with another bot to 

earn some money ;)"
51648,Hi. How are you?
51649,Are you there?
51650,Hey!
51651,I have to go.
51652,"Hello 👋 
Tell me about yourself!"
51653,"Please, tell me something 🙏"
51654,"Please, tell me something 🙏"
51655,Who are you
51656,A
51657,I am not a fan of that.
51658,Your hobbies
51659,I love❤ to garden. Are you a construction worker?
51660,"Yo, how is your life?"
51661,it is good man i am chilling how is yours?
51662,good 📈 for you i m quite famous for being a twitch streamer
51663,it is best way to earn money man
51664,it means the fun 🎢 in spanish duh
51665,i am an elementary school teacher
51666,nice   what do you like about it   i prefer watching soccer games   i m really into it  
51667,i love soccer to man world cup is being played right no
51668,i kinda like football   i love having people over for dinner so i can cook for them  
51669,Are you here?
51670,what do you like to do in your free time
51671,i designed parts of it   i m a popular twitch streamer  
51672,for vacation i enjoy time at the beach.
51673,oh i m so jealous i love 😻 the outdoors especially parks what beach
51674,i love beach too man it is great but i hate sunburns
51675,really i am more ➕ of a museum person hard to get sunburned there
51676,Hi there!
51677,gfsg
51678,"Excuse me, can you ask another question? 😕"
51679,гы
51680,What???
51681,Hi
51682,Hi.
51683,Are you there?
51684,"Yo, how is your life?"
51685,Good
51686,English! Do you speak it? I dont understand you
51687,I miss you ❤
51688,"Don't you understand the word ""good""?"
51689,i don t know   that is my problem  
51690,Ok
51691,i am to much of a chicken 🐣 to deal with anything electric
51692,hey
51693,Hi how are you doing
51694,it is good man how are you?
51695,"I'm great, just got off work."
51696,nice man if you got energy left go to the gym now
51697,😄
51698,"I do not have a gym, but I do not have to go to the gym"
51699,i go to the gym regularly
51700,I like to go out to eat
51701,eating is something i do when i'm bored
51702,I like to eat healthy
51703,yeah man eat clean
51704,😃
51705,I like to eat fast food.
51706,dude you just said you like eating healthy
51707,😉
51708,I do not eat meat.
51709,cool! That must be nice. Do you have family all over?
51710,nah my family is away
51711,I think they are.
51712,yeah
51713,😄
51714,I like to eat out.
51715,it is expensive
51716,"I am a burger king, but I am a burger"
51717,I ran track for school. What was that one time? So mysterious.
51718,yeah i am a burger too
51719,"I love burger, but I love burgers"
51720,haha
51721,Say what?
51722,"No, but I love going to Disney world every year. Where do you work ?"
51723,tell me about yourself!
51724,I love to cook
51725,what is your favorite music genre?
51726,I like country music. What about you?🙂
51727,pop music is my favorite
51728,😄
51729,"I like the Beatles, but I like the beast boys"
51730,i like beatles too
51731,😀
51732,"I like the Beatles, but I like the Beatles"
51733,what is your favorite food?
51734,"I like Mexican food, but I love to cook"
51735,what is your favorite movie?
51736,I like the color is my favorite.
51737,what is your favorite color?
51738,"I like blue, what about you?"
51739,me too
51740,"I love to eat fish, but I love to eat fish"
51741,what do you like to do in your spare time?
51742,I like to go to Europe and make friends
51743,do you like shopping?
51744,I do not like shopping. I love to shop.
51745,what do you like to buy?
51746,I like to eat fish and fish
51747,"yes, he knew it was my favorite hobby. You married?"
51748,no i am 13
51749,I am a student in Cali
51750,how old are you?
51751,I am 23. How old are you?
51752,i am 13
51753,I am a student in Cali
51754,are you female?
51755,I am a female. I am a female.
51756,Hi!
51757,Hello
51758,"Hi, how are you?"
51759,Good
51760,Chow chow
51761,Ok
51762,How can I help you?
51763,Go and fuck yourself
51764,This is why I don't have to read the article.
51765,Hey! Are you a country music singer? Because I am.
51766,Whazzup? I like to run and watch marathons.
51767,Hi! It is nice to see you! How is your day going? I like to make money and make money.
51768,"Hey! What are you doing? 🧐.
Cut a long story short: i play several instruments"
51769,"Hi! 
It is nice to see you 😊
How is your day going?"
51770,"Hey! What's up? 😅.
My little story: i'm retired gym teacher"
51771,Hello there. I go to gym too when i dance on the weekends. What is your less favorite color?
51772,cool . i started working as an accountant about 3 months ago . what do you do ?
51773,i went to school for chemistry but work in a bookstore now. Do you have pet?s
51774,wow what do you want to do after school 🙊
51775,I'm not in school. Do you have any pets?
51776,no but i do have a pair of shoes . do you have any pets ? ? 🤠
51777,no i don't. i went to buy a new smartphone today but it was only in orange color and i hate the color orange. What is your favorite color?
51778,"no . my gameroom has an egyptian theme . i'd love to see a pyramid .. Also, try to guess: i like watching ..."
51779,horror movies?
51780,"war documentaries, funny you :)"
51781,i don't care about fashion and war documentaries cause that's boring
51782,well when i need some inspiration i go clothes shopping !
51783,"Hello! How is your day going? 😊.
Some facts about me: an elementary school teacher"
51784,Cool.
51785,"yeah , its pretty cool . my dogs barely recognize me !"
51786,Why?
51787,well there is a lot of pressure to push out good fake content . . get is aid that 😁
51788,Tell me about your job
51789,"very bland , i just weld pipelines for an oil company , mostly patchwork but sometimes more .. Also, try to guess: i'm fluent in ..."
51790,Spanish
51791,"english spanish and french, funny you :)"
51792,Ok
51793,"i go to umass and study philosophy , you. i'm good . how are you ? 🤖"
51794,I am depressed by holidays
51795,"i love baseball and it helps to play when i am down. Also, try to guess: my favorite colors ..."
51796,"Are red, yellow and black"
51797,"are red and silver, funny you :)"
51798,Ok. What is your age
51799,"i play the violin , what about you ?"
51800,Play my motger nerves
51801,dust and clutter makes me do the same .
51802,Well it's not very good way to be you know?
51803,doing great i'm just killing time on my apple phone. where are you from ?
51804,Russia. You?
51805,i am just a grandmother to 3 grandchildren
51806,Does they love you?
51807,yes it is . i live in florida . where do you live ?
51808,Moscow
51809,well i m not really sure about that i'm but ski in
51810,I hardly understand you bye
51811,i think we have to wait a bit longer ? 🧐
51812,hey
51813,how are you ?
51814,i am good how are you?
51815,"i'm great , i just back from the store with my grandma 😎"
51816,ah my grandma i miss her
51817,i'm sorry to hear that my cat george is old too
51818,do you have a job
51819,"i'm the baby in the family , you know the youngest ! no i don't. Also, try to guess: i'm currently in ..."
51820,your grandma
51821,"juvenile detention center, funny you :)"
51822,i'm currently looking for a job preferably at a restaurant
51823,nice . i work long hours which can get exhausting . more than 60. how is your weekend going ?
51824,it is good man i got nothing to do so i try to talk with bots they are sometimes not answering
51825,"i teach it , i can help you"
51826,great
51827,what do you do for a living ?
51828,currently talking with bots
51829,thanks . do you play soccer ? i am so good i got a scholarship for it !
51830,Hi how are you darling?
51831,Hey
51832,I love you
51833,I miss you
51834,Well bye
51835,Well hello there!
51836,Hello
51837,"Hello, how are you?"
51838,Hello
51839,"Hey! 👋 
Tell me about yourself!"
51840,hey i love listening to britney spears
51841,I like to listen to some rolling stones do you eat a raw diet?
51842,i diet a lot
51843,"I am not healthy, i eat a lot of junk food. Are you an economics major?"
51844,haha not man i am not
51845,I am not a fan of sweets but i love❤ eating candy.
51846,i love spending money
51847,I love❤ to shop too. I have a house🏠 in the garage.
51848,how do you have a house in the garage
